Classe;Nom;MS % brut;PB % brut;CB % brut;MGR % brut;MM % brut;NDF % brut;ADF % brut;Lignine % brut;Amidon % brut;Sucres % brut;EB (kcal) kcal/kg brut;ED porc croissance (kcal) kcal/kg brut;EM porc croissance (kcal) kcal/kg brut;EN porc croissance (kcal) kcal/kg brut;EMAn coq (kcal) kcal/kg brut;EMAn poulet (kcal) kcal/kg brut;UFL 2018 par kg brut;PDI 2018 g/kg brut;BalProRu 2018 g/kg brut
Tourteaux d'oléagineux;Tourteau de soja;89;46.2999992370605;7;1.5;6.19999980926514;14.1999998092651;8.60000038146973;0.600000023841858;5.09999990463257;8.19999980926514;4190;3510;3210;1970;2280;2240;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;46.2999992370605;4.80000019073486;1.5;6.30000019073486;10.6000003814697;6;0.600000023841858;5.09999990463257;8.10000038146973;4160;3600;3290;2030;2370;2330;1.12000000476837;201;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;4.30000019073486;1.89999997615814;6.30000019073486;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4160;3630;3320;2060;2410;2360;1.12999999523163;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;4.5;1.60000002384186;6.30000019073486;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4150;3600;3290;2040;2380;2340;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;5;1.89999997615814;6.30000019073486;11;6.30000019073486;0.600000023841858;5;8.10000038146973;4170;3600;3290;2040;2370;2330;1.12999999523163;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;5.5;1.5;6.30000019073486;11.8000001907349;6.90000009536743;0.600000023841858;5;8.10000038146973;4150;3560;3250;2000;2330;2290;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;6.5;1.5;6.19999980926514;13.3999996185303;8.10000038146973;0.600000023841858;5;8.10000038146973;4170;3520;3220;1970;2290;2250;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.2999992370605;6.80000019073486;1;6.30000019073486;13.8000001907349;8.30000019073486;0.600000023841858;5;8.10000038146973;4140;3480;3180;1940;2240;2210;1.11000001430511;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.2999992370605;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4130;3610;3300;2040;2390;2350;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.2999992370605;4.30000019073486;1.79999995231628;6.19999980926514;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4150;3620;3310;2050;2400;2350;1.12999999523163;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.2999992370605;4.80000019073486;1.20000004768372;6.30000019073486;10.6000003814697;6;0.600000023841858;5;8.10000038146973;4120;3560;3260;2010;2340;2300;1.11000001430511;200;214
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.2999992370605;5;1.39999997615814;6.59999990463257;11;6.30000019073486;0.600000023841858;5;8.10000038146973;4120;3550;3240;2000;2330;2290;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;3.79999995231628;1.89999997615814;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4140;3630;3320;2070;2410;2370;1.12000000476837;200;215
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;4;1.5;6.19999980926514;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4120;3600;3290;2040;2390;2340;1.12000000476837;200;214
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;4.30000019073486;1.5;6.30000019073486;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4120;3590;3280;2030;2370;2330;1.12000000476837;200;215
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;4.5;1.29999995231628;6.30000019073486;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4110;3570;3260;2010;2350;2310;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;5;1.20000004768372;6.30000019073486;11;6.30000019073486;0.600000023841858;5;8.10000038146973;4110;3540;3240;1990;2320;2280;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;88;46.2999992370605;6.5;1;6.30000019073486;13.3999996185303;8.10000038146973;0.600000023841858;5;8.10000038146973;4120;3470;3170;1930;2240;2200;1.10000002384186;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.2999992370605;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4110;3590;3280;2030;2370;2330;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.2999992370605;4.80000019073486;1.79999995231628;6;10.6000003814697;6;0.600000023841858;5;8.10000038146973;4140;3580;3280;2030;2370;2320;1.12000000476837;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.5;46.2999992370605;4;1.20000004768372;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8;4080;3570;3260;2010;2350;2310;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.5;46.2999992370605;5;1.20000004768372;6.09999990463257;11;6.30000019073486;0.600000023841858;5;8;4100;3530;3230;1980;2310;2280;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.5;46.2999992370605;5.80000019073486;1.29999995231628;6.30000019073486;12.1999998092651;7.19999980926514;0.600000023841858;5;8;4100;3500;3200;1960;2280;2240;1.10000002384186;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.3000030517578;46.2999992370605;4;1.5;6.19999980926514;9.39999961853027;5.09999990463257;0.600000023841858;5;8;4090;3580;3270;2020;2360;2320;1.11000001430511;200;215
Tourteaux d'oléagineux;Tourteau de soja;87.3000030517578;46.2999992370605;5;1.20000004768372;6.19999980926514;11;6.30000019073486;0.600000023841858;5;8;4090;3520;3210;1980;2300;2260;1.10000002384186;200;215
Tourteaux d'oléagineux;Tourteau de soja;90;46.5;4;1.5;6.30000019073486;9.5;5.09999990463257;0.600000023841858;5.09999990463257;8.30000019073486;4200;3680;3360;2090;2440;2400;1.13999998569489;202;214
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;46.5;3.29999995231628;1.5;6.30000019073486;8.30000019073486;4.19999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4190;3700;3380;2110;2470;2430;1.13999998569489;202;214
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;46.5;4.5;1.5;6.30000019073486;10.3000001907349;5.69999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4200;3650;3340;2060;2410;2370;1.13999998569489;202;214
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.5;4;1.20000004768372;6.5;9.5;5.09999990463257;0.600000023841858;5.09999990463257;8.19999980926514;4160;3640;3320;2060;2400;2360;1.12999999523163;202;214
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.5;4.5;1.29999995231628;6.5;10.3000001907349;5.69999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4170;3620;3310;2040;2380;2350;1.12999999523163;202;215
Tourteaux d'oléagineux;Tourteau de soja;89.3000030517578;46.5;4.5;1.29999995231628;6.40000009536743;10.1999998092651;5.69999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4160;3620;3300;2040;2380;2340;1.12999999523163;202;215
Tourteaux d'oléagineux;Tourteau de soja;89.3000030517578;46.5;6;1.89999997615814;6.30000019073486;12.6000003814697;7.5;0.600000023841858;5.09999990463257;8.19999980926514;4210;3580;3280;2020;2350;2300;1.12999999523163;201;215
Tourteaux d'oléagineux;Tourteau de soja;89;46.5;3.5;1.5;6.30000019073486;8.69999980926514;4.5;0.600000023841858;5.09999990463257;8.19999980926514;4160;3660;3350;2080;2430;2390;1.12999999523163;202;215
Tourteaux d'oléagineux;Tourteau de soja;89;46.5;4.5;1.89999997615814;6.40000009536743;10.1999998092651;5.69999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4180;3640;3320;2060;2410;2360;1.12999999523163;201;215
Tourteaux d'oléagineux;Tourteau de soja;89;46.5;5.5;1.5;6.40000009536743;11.8000001907349;6.90000009536743;0.600000023841858;5.09999990463257;8.19999980926514;4170;3570;3270;2010;2340;2300;1.12000000476837;201;215
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;46.5;4.5;1.5;6.19999980926514;10.1999998092651;5.69999980926514;0.600000023841858;5.09999990463257;8.10000038146973;4160;3620;3300;2040;2390;2340;1.12999999523163;201;215
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;46.5;4.80000019073486;1.5;6.30000019073486;10.6000003814697;6;0.600000023841858;5.09999990463257;8.10000038146973;4160;3600;3290;2030;2370;2330;1.12999999523163;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;46.5;6.30000019073486;1.5;6.5;13;7.80000019073486;0.600000023841858;5.09999990463257;8.10000038146973;4160;3530;3230;1980;2290;2250;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.5;3.79999995231628;1.70000004768372;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4150;3640;3330;2070;2420;2380;1.12999999523163;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.5;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4140;3620;3310;2050;2400;2360;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.5;4.30000019073486;1.5;6.30000019073486;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4150;3610;3300;2040;2390;2340;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.5;4.5;1.5;6.30000019073486;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4150;3600;3290;2030;2370;2330;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.5;4.80000019073486;1;6.30000019073486;10.6000003814697;6;0.600000023841858;5;8.10000038146973;4120;3570;3260;2000;2340;2300;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;3.5;1.39999997615814;6.40000009536743;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4120;3630;3310;2050;2400;2360;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;3.79999995231628;1.39999997615814;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4130;3620;3310;2050;2400;2360;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;4;1.39999997615814;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4130;3610;3300;2040;2380;2340;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;4.30000019073486;1.70000004768372;6.19999980926514;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4150;3620;3300;2050;2390;2350;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;4.5;1.5;6.30000019073486;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4140;3590;3280;2030;2370;2330;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.5;5.5;1.5;6.09999990463257;11.8000001907349;6.90000009536743;0.600000023841858;5;8.10000038146973;4160;3560;3250;2000;2330;2290;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88;46.5;4;1.29999995231628;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4110;3590;3280;2030;2370;2330;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88;46.5;4.5;1.39999997615814;6.30000019073486;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4120;3580;3270;2020;2350;2310;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;88;46.5;5.80000019073486;1.39999997615814;5.69999980926514;12.1999998092651;7.19999980926514;0.600000023841858;5;8.10000038146973;4160;3550;3240;1990;2320;2280;1.12000000476837;201;216
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.5;4;1.29999995231628;6.19999980926514;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4110;3590;3280;2030;2370;2330;1.11000001430511;201;216
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.5;4.5;1.20000004768372;6.5;10.1999998092651;5.69999980926514;0.600000023841858;5;8.10000038146973;4090;3550;3240;2000;2330;2290;1.11000001430511;201;217
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.5;4.80000019073486;1;6.30000019073486;10.6000003814697;6;0.600000023841858;5;8.10000038146973;4090;3540;3230;1980;2310;2280;1.11000001430511;201;216
Tourteaux d'oléagineux;Tourteau de soja;87.5;46.5;4.5;1.29999995231628;6.19999980926514;10.1999998092651;5.69999980926514;0.600000023841858;5;8;4100;3560;3250;2000;2340;2300;1.11000001430511;201;217
Tourteaux d'oléagineux;Tourteau de soja;90;46.7999992370605;3.5;1.39999997615814;6.30000019073486;8.69999980926514;4.5;0.600000023841858;5.09999990463257;8.30000019073486;4200;3700;3380;2100;2460;2420;1.13999998569489;203;215
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;46.7999992370605;6;1.5;6.30000019073486;12.6000003814697;7.5;0.600000023841858;5.09999990463257;8.19999980926514;4220;3590;3280;2020;2340;2300;1.13999998569489;203;216
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.7999992370605;3.5;1.5;6.30000019073486;8.69999980926514;4.5;0.600000023841858;5.09999990463257;8.19999980926514;4180;3690;3370;2090;2450;2410;1.13999998569489;203;216
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.7999992370605;3.79999995231628;1.5;6.30000019073486;9.10000038146973;4.80000019073486;0.600000023841858;5.09999990463257;8.19999980926514;4190;3680;3360;2080;2440;2400;1.13999998569489;203;216
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.7999992370605;5.80000019073486;2.09999990463257;6.30000019073486;12.1999998092651;7.19999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4240;3620;3310;2050;2380;2330;1.13999998569489;202;217
Tourteaux d'oléagineux;Tourteau de soja;89.5;46.7999992370605;6.5;1.10000002384186;6.30000019073486;13.3999996185303;8.10000038146973;0.600000023841858;5.09999990463257;8.19999980926514;4190;3540;3230;1970;2290;2250;1.12999999523163;203;217
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.7999992370605;3.5;1.5;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4140;3650;3330;2070;2420;2380;1.12999999523163;202;217
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.7999992370605;3.79999995231628;1.5;6.40000009536743;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4140;3630;3320;2060;2410;2370;1.12000000476837;202;217
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.7999992370605;4;2.09999990463257;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4180;3650;3340;2080;2430;2380;1.12999999523163;202;218
Tourteaux d'oléagineux;Tourteau de soja;88.5;46.7999992370605;4.30000019073486;1.79999995231628;6.30000019073486;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4160;3630;3320;2060;2400;2360;1.12999999523163;202;218
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.7999992370605;3.5;1.60000002384186;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4140;3640;3330;2070;2420;2380;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.7999992370605;3.79999995231628;1.39999997615814;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4130;3620;3310;2050;2400;2360;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;46.7999992370605;4;1.89999997615814;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4160;3640;3320;2070;2410;2370;1.12999999523163;202;218
Tourteaux d'oléagineux;Tourteau de soja;88;46.7999992370605;3.5;1.39999997615814;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4120;3620;3310;2050;2400;2360;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;88;46.7999992370605;4;1.39999997615814;6.19999980926514;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4130;3610;3290;2040;2380;2340;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;88;46.7999992370605;4.30000019073486;1.10000002384186;6.19999980926514;9.80000019073486;5.40000009536743;0.600000023841858;5;8.10000038146973;4110;3580;3270;2010;2350;2320;1.11000001430511;202;218
Tourteaux d'oléagineux;Tourteau de soja;88;46.7999992370605;5.80000019073486;1.5;5.69999980926514;12.1999998092651;7.19999980926514;0.600000023841858;5;8.10000038146973;4170;3560;3250;2000;2330;2290;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.7999992370605;3.79999995231628;1.5;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4110;3610;3290;2040;2390;2350;1.12000000476837;202;218
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;46.7999992370605;6.5;1.10000002384186;6.09999990463257;13.3999996185303;8;0.600000023841858;5;8.10000038146973;4130;3480;3180;1940;2250;2210;1.11000001430511;201;218
Tourteaux d'oléagineux;Tourteau de soja;87.5;46.7999992370605;3.79999995231628;1.5;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8;4100;3600;3290;2040;2380;2340;1.11000001430511;201;218
Tourteaux d'oléagineux;Tourteau de soja;90;47;4;1.5;6.30000019073486;9.5;5.09999990463257;0.600000023841858;5.09999990463257;8.30000019073486;4210;3690;3370;2090;2440;2400;1.13999998569489;204;217
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;47;3.29999995231628;1.20000004768372;6.30000019073486;8.30000019073486;4.19999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4180;3700;3370;2090;2450;2410;1.13999998569489;204;217
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;47;3.5;1.5;6.5;8.69999980926514;4.5;0.600000023841858;5.09999990463257;8.19999980926514;4190;3690;3370;2090;2450;2410;1.13999998569489;204;218
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;47;4;1.5;6.5;9.5;5.09999990463257;0.600000023841858;5.09999990463257;8.19999980926514;4190;3670;3350;2080;2430;2390;1.13999998569489;204;218
Tourteaux d'oléagineux;Tourteau de soja;89.8000030517578;47;5;1.5;6.5;11.1000003814697;6.30000019073486;0.600000023841858;5.09999990463257;8.19999980926514;4200;3630;3310;2050;2380;2340;1.12999999523163;203;218
Tourteaux d'oléagineux;Tourteau de soja;89.5;47;4;1.29999995231628;6.5;9.5;5.09999990463257;0.600000023841858;5.09999990463257;8.19999980926514;4170;3650;3330;2060;2410;2370;1.12999999523163;203;218
Tourteaux d'oléagineux;Tourteau de soja;89.5;47;5.80000019073486;1.5;6.30000019073486;12.1999998092651;7.19999980926514;0.600000023841858;5.09999990463257;8.19999980926514;4210;3590;3280;2020;2350;2310;1.12999999523163;203;218
Tourteaux d'oléagineux;Tourteau de soja;89.3000030517578;47;5;1.5;6.30000019073486;11;6.30000019073486;0.600000023841858;5.09999990463257;8.19999980926514;4190;3620;3300;2040;2380;2330;1.12999999523163;203;218
Tourteaux d'oléagineux;Tourteau de soja;89;47;5;1.5;6.30000019073486;11;6.30000019073486;0.600000023841858;5.09999990463257;8.19999980926514;4180;3610;3290;2030;2370;2330;1.12999999523163;203;219
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;47;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5.09999990463257;8.10000038146973;4160;3640;3320;2060;2410;2370;1.12999999523163;203;219
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;47;4.30000019073486;1.20000004768372;6.40000009536743;9.80000019073486;5.40000009536743;0.600000023841858;5.09999990463257;8.10000038146973;4140;3610;3300;2030;2380;2340;1.12000000476837;203;219
Tourteaux d'oléagineux;Tourteau de soja;88.5;47;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4150;3630;3310;2050;2400;2360;1.12999999523163;203;219
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;47;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4140;3620;3310;2050;2390;2350;1.12000000476837;203;219
Tourteaux d'oléagineux;Tourteau de soja;88;47;3.29999995231628;1.5;6.30000019073486;8.19999980926514;4.19999980926514;0.600000023841858;5;8.10000038146973;4120;3640;3320;2070;2420;2380;1.12000000476837;203;219
Tourteaux d'oléagineux;Tourteau de soja;88;47;3.5;1.5;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4130;3630;3320;2060;2410;2370;1.12000000476837;203;220
Tourteaux d'oléagineux;Tourteau de soja;88;47;3.79999995231628;1.5;6.30000019073486;9;4.80000019073486;0.600000023841858;5;8.10000038146973;4130;3620;3310;2050;2400;2360;1.12000000476837;203;220
Tourteaux d'oléagineux;Tourteau de soja;88;47;4;1.29999995231628;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4120;3600;3290;2030;2370;2340;1.12000000476837;203;220
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;47;3.5;1.5;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8.10000038146973;4110;3620;3310;2050;2400;2360;1.12000000476837;202;220
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;47;4;1.5;6.30000019073486;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4120;3600;3290;2040;2380;2340;1.12000000476837;202;220
Tourteaux d'oléagineux;Tourteau de soja;90;47.2999992370605;3.29999995231628;1.39999997615814;6.30000019073486;8.30000019073486;4.19999980926514;0.600000023841858;5.09999990463257;8.30000019073486;4200;3720;3390;2110;2470;2430;1.14999997615814;205;219
Tourteaux d'oléagineux;Tourteau de soja;89.5;47.2999992370605;6.30000019073486;1.5;6.30000019073486;13;7.80000019073486;0.600000023841858;5.09999990463257;8.19999980926514;4220;3570;3270;2000;2330;2290;1.12999999523163;204;220
Tourteaux d'oléagineux;Tourteau de soja;89.3000030517578;47.2999992370605;5.5;1.5;6.30000019073486;11.8000001907349;6.90000009536743;0.600000023841858;5.09999990463257;8.19999980926514;4200;3600;3290;2020;2350;2310;1.12999999523163;204;220
Tourteaux d'oléagineux;Tourteau de soja;88.8000030517578;47.2999992370605;5.80000019073486;1.5;6.30000019073486;12.1999998092651;7.19999980926514;0.600000023841858;5.09999990463257;8.10000038146973;4180;3570;3260;2000;2330;2290;1.12999999523163;204;221
Tourteaux d'oléagineux;Tourteau de soja;88;47.5;4.80000019073486;1.60000002384186;6.30000019073486;10.6000003814697;6;0.600000023841858;5;8.10000038146973;4150;3590;3280;2020;2360;2320;1.12000000476837;204;223
Tourteaux d'oléagineux;Tourteau de soja;87.3000030517578;47.5;3.5;1.70000004768372;6.30000019073486;8.60000038146973;4.5;0.600000023841858;5;8;4110;3620;3300;2050;2400;2360;1.12000000476837;204;224
Tourteaux d'oléagineux;Tourteau de soja;88.3000030517578;47.7999992370605;3.29999995231628;1.5;6.30000019073486;8.19999980926514;4.19999980926514;0.600000023841858;5;8.10000038146973;4140;3660;3340;2070;2430;2390;1.12999999523163;205;224
Tourteaux d'oléagineux;Tourteau de soja;87.8000030517578;47.7999992370605;4;1.5;6.19999980926514;9.39999961853027;5.09999990463257;0.600000023841858;5;8.10000038146973;4130;3610;3300;2040;2390;2340;1.12000000476837;205;225
Tourteaux d'oléagineux;Tourteau de tournesol;89;27;25.5;1.10000002384186;6.5;40.7999992370605;29.1000003814697;9.80000019073486;3.29999995231628;5.5;4040;2120;1940;1110;1300;1290;0.610000014305115;96;128
Tourteaux d'oléagineux;Tourteau de tournesol;88.5;27;25.5;0.899999976158142;6.5;40.7000007629395;29.1000003814697;9.80000019073486;3.29999995231628;5.40000009536743;4010;2100;1920;1090;1290;1280;0.610000014305115;96;128
Tourteaux d'oléagineux;Tourteau de tournesol;88;27;25.5;0.800000011920929;6.5;40.5999984741211;29.1000003814697;9.80000019073486;3.29999995231628;5.40000009536743;3990;2080;1900;1080;1280;1280;0.600000023841858;95;129
Tourteaux d'oléagineux;Tourteau de tournesol;89;27.2000007629395;25.5;1;6.5;40.7999992370605;29.1000003814697;9.80000019073486;3.29999995231628;5.5;4040;2120;1940;1100;1300;1290;0.610000014305115;96;129
Tourteaux d'oléagineux;Tourteau de tournesol;88.5;27.2000007629395;25.5;1;6.5;40.7000007629395;29.1000003814697;9.80000019073486;3.29999995231628;5.40000009536743;4020;2100;1920;1090;1300;1290;0.610000014305115;96;130
Tourteaux d'oléagineux;Tourteau de tournesol;88;27.2000007629395;25.5;1;6.5;40.5999984741211;29.1000003814697;9.80000019073486;3.29999995231628;5.40000009536743;4000;2080;1900;1080;1300;1290;0.600000023841858;96;131
Tourteaux d'oléagineux;Tourteau de tournesol;88;27.6000003814697;24.5;1.39999997615814;6.5;39.4000015258789;28;9.39999961853027;3.29999995231628;5.5;4020;2150;1970;1130;1320;1300;0.620000004768372;97;133
Tourteaux d'oléagineux;Tourteau de tournesol;87.5;27.6000003814697;24.5;1.20000004768372;6;39.4000015258789;28;9.39999961853027;3.29999995231628;5.40000009536743;4010;2140;1960;1120;1310;1300;0.620000004768372;97;133
Tourteaux d'oléagineux;Tourteau de tournesol;87.5;27.6000003814697;25.5;1.5;6.5;40.5999984741211;29;9.80000019073486;3.29999995231628;5.30000019073486;4010;2080;1900;1080;1320;1300;0.600000023841858;96;134
Tourteaux d'oléagineux;Tourteau de tournesol;88;27.7999992370605;23.5;1.20000004768372;6.5;38.2000007629395;27;9;3.29999995231628;5.59999990463257;4000;2200;2010;1160;1320;1310;0.639999985694885;98;134
Tourteaux d'oléagineux;Tourteau de tournesol;88;27.7999992370605;24.5;1.20000004768372;6.5;39.4000015258789;28;9.39999961853027;3.29999995231628;5.5;4010;2150;1960;1120;1320;1310;0.620000004768372;97;135
Tourteaux d'oléagineux;Tourteau de tournesol;87.5;27.7999992370605;24.5;1.10000002384186;6.5;39.4000015258789;28;9.39999961853027;3.29999995231628;5.40000009536743;3990;2130;1940;1110;1310;1300;0.610000014305115;97;135
Tourteaux d'oléagineux;Tourteau de tournesol;87;27.7999992370605;24.5;1.10000002384186;6.5;39.2999992370605;28;9.39999961853027;3.29999995231628;5.40000009536743;3970;2110;1920;1100;1310;1300;0.610000014305115;97;136
Tourteaux d'oléagineux;Tourteau de tournesol;86.5;27.7999992370605;24.5;0.899999976158142;6.19999980926514;39.2999992370605;28;9.39999961853027;3.20000004768372;5.30000019073486;3950;2090;1910;1090;1300;1290;0.600000023841858;96;136
Tourteaux d'oléagineux;Tourteau de tournesol;88;28;24;1.29999995231628;6.5;38.7999992370605;27.5;9.19999980926514;3.29999995231628;5.59999990463257;4020;2180;1990;1140;1330;1310;0.629999995231628;98;136
Tourteaux d'oléagineux;Tourteau de tournesol;90;28;24.5;0.800000011920929;6.5;39.5999984741211;28.1000003814697;9.39999961853027;3.40000009536743;5.69999980926514;4080;2220;2030;1160;1320;1310;0.639999985694885;99;134
