Classe;Nom;MS % brut;PB % brut;CB % brut;MGR % brut;MM % brut;NDF % brut;ADF % brut;Lignine % brut;Amidon % brut;Sucres % brut;EB (kcal) kcal/kg brut;ED porc croissance (kcal) kcal/kg brut;EM porc croissance (kcal) kcal/kg brut;EN porc croissance (kcal) kcal/kg brut;EMAn coq (kcal) kcal/kg brut;EMAn poulet (kcal) kcal/kg brut;UFL 2018 par kg brut;PDI 2018 g/kg brut;BalProRu 2018 g/kg brut
Céréales;Maïs;84.8000030517578;6.59999990463257;2.20000004768372;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63.5;1.70000004768372;3760;3300;3220;2590;3100;3040;1.0900000333786;76;-51
Céréales;Maïs;84.8000030517578;6.59999990463257;1.79999995231628;3;1.20000004768372;9.89999961853027;2.5;0.5;64;1.89999997615814;3730;3300;3220;2590;3090;3020;1.0900000333786;77;-51
Céréales;Maïs;84.5;6.59999990463257;2.20000004768372;3.5;1.10000002384186;10.5;2.59999990463257;0.5;64.5;1.70000004768372;3750;3290;3220;2600;3140;3080;1.0900000333786;76;-51
Céréales;Maïs;84.3000030517578;6.59999990463257;1.89999997615814;3.5;1.20000004768372;10;2.5;0.5;64;1.79999995231628;3730;3300;3220;2600;3130;3060;1.0900000333786;76;-51
Céréales;Maïs;89;6.80000019073486;2.09999990463257;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;67;1.89999997615814;3910;3440;3360;2700;3220;3150;1.12999999523163;80;-55
Céréales;Maïs;88.8000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66.5;1.89999997615814;3920;3460;3380;2720;3240;3170;1.13999998569489;80;-54
Céréales;Maïs;88.8000030517578;6.80000019073486;2;3;1.10000002384186;10.5;2.59999990463257;0.5;67;1.89999997615814;3900;3440;3370;2700;3220;3150;1.12999999523163;80;-54
Céréales;Maïs;88.5;6.80000019073486;2.09999990463257;3.5;1.10000002384186;10.6999998092651;2.59999990463257;0.5;59.5;1.89999997615814;3920;3450;3360;2650;2960;2890;1.13999998569489;81;-56
Céréales;Maïs;88.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66.5;1.89999997615814;3890;3420;3350;2690;3200;3130;1.12999999523163;80;-54
Céréales;Maïs;88.3000030517578;6.80000019073486;1.89999997615814;3.5;1.5;10.3999996185303;2.59999990463257;0.5;67.5;2;3890;3440;3360;2720;3280;3210;1.12999999523163;79;-53
Céréales;Maïs;88;6.80000019073486;2.09999990463257;3.5;1.10000002384186;10.6000003814697;2.59999990463257;0.5;65.5;1.89999997615814;3900;3430;3350;2690;3200;3130;1.12999999523163;79;-54
Céréales;Maïs;88;6.80000019073486;2.20000004768372;3.5;1.10000002384186;10.8000001907349;2.70000004768372;0.5;66;1.79999995231628;3900;3430;3350;2690;3210;3150;1.12999999523163;79;-53
Céréales;Maïs;87.8000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;65;1.79999995231628;3880;3420;3340;2680;3180;3110;1.12999999523163;79;-53
Céréales;Maïs;87.8000030517578;6.80000019073486;2;3.5;1.29999995231628;10.5;2.59999990463257;0.5;65.5;1.89999997615814;3880;3420;3340;2690;3200;3130;1.12999999523163;79;-53
Céréales;Maïs;87.8000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66;1.79999995231628;3880;3420;3340;2690;3220;3150;1.12999999523163;79;-53
Céréales;Maïs;87.5;6.80000019073486;2.29999995231628;3.5;1.20000004768372;10.8999996185303;2.70000004768372;0.5;64;1.70000004768372;3870;3400;3320;2660;3130;3070;1.12000000476837;79;-53
Céréales;Maïs;87.5;6.80000019073486;1.70000004768372;3.5;1.20000004768372;10;2.5;0.5;64.5;2;3870;3440;3350;2690;3160;3090;1.12999999523163;79;-54
Céréales;Maïs;87.5;6.80000019073486;2.40000009536743;3;1.29999995231628;11;2.70000004768372;0.600000023841858;66.5;1.70000004768372;3840;3360;3290;2650;3190;3120;1.11000001430511;79;-53
Céréales;Maïs;87.3000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;62.5;1.79999995231628;3860;3400;3320;2650;3080;3010;1.12000000476837;79;-53
Céréales;Maïs;87.3000030517578;6.80000019073486;2.29999995231628;4;1.20000004768372;10.8999996185303;2.70000004768372;0.5;63.5;1.70000004768372;3890;3410;3330;2670;3150;3080;1.12999999523163;79;-53
Céréales;Maïs;87.3000030517578;6.80000019073486;2.20000004768372;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;64;1.79999995231628;3860;3390;3310;2650;3130;3070;1.12000000476837;79;-53
Céréales;Maïs;87.3000030517578;6.80000019073486;2.09999990463257;2.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64.5;1.79999995231628;3810;3350;3270;2610;3070;3010;1.10000002384186;79;-53
Céréales;Maïs;87.3000030517578;6.80000019073486;2.40000009536743;3;1.10000002384186;11;2.70000004768372;0.600000023841858;65;1.70000004768372;3840;3360;3280;2630;3130;3060;1.11000001430511;79;-53
Céréales;Maïs;87;6.80000019073486;1.89999997615814;3.5;1.20000004768372;10.1999998092651;2.5;0.5;64;1.89999997615814;3850;3400;3320;2660;3140;3070;1.12000000476837;79;-53
Céréales;Maïs;87;6.80000019073486;2;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;64.5;1.89999997615814;3850;3400;3320;2660;3160;3090;1.12000000476837;79;-53
Céréales;Maïs;87;6.80000019073486;1.89999997615814;3.5;1.20000004768372;10.1999998092651;2.5;0.5;65;1.89999997615814;3850;3400;3320;2670;3180;3110;1.12000000476837;79;-53
Céréales;Maïs;87;6.80000019073486;1.89999997615814;3;1.10000002384186;10.1999998092651;2.5;0.5;65.5;1.89999997615814;3830;3380;3310;2650;3160;3090;1.12000000476837;79;-53
Céréales;Maïs;86.8000030517578;6.80000019073486;2;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;58.5;1.89999997615814;3840;3390;3300;2600;2920;2850;1.12000000476837;79;-54
Céréales;Maïs;86.8000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;62.5;1.79999995231628;3840;3380;3300;2630;3080;3010;1.12000000476837;79;-53
Céréales;Maïs;86.8000030517578;6.80000019073486;2;3.5;1.10000002384186;10.3999996185303;2.59999990463257;0.5;64;1.89999997615814;3840;3390;3310;2650;3140;3070;1.12000000476837;79;-53
Céréales;Maïs;86.8000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3840;3380;3300;2650;3150;3090;1.12000000476837;79;-52
Céréales;Maïs;86.8000030517578;6.80000019073486;2.40000009536743;3;1.10000002384186;11;2.70000004768372;0.600000023841858;65;1.70000004768372;3820;3340;3260;2620;3130;3060;1.10000002384186;78;-52
Céréales;Maïs;86.8000030517578;6.80000019073486;2.29999995231628;3.5;1.20000004768372;10.8000001907349;2.70000004768372;0.5;65.5;1.70000004768372;3840;3370;3290;2650;3190;3120;1.11000001430511;78;-52
Céréales;Maïs;86.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;62;1.79999995231628;3800;3350;3270;2600;3010;2950;1.10000002384186;79;-53
Céréales;Maïs;86.5;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;62.5;1.79999995231628;3830;3370;3290;2630;3070;3010;1.11000001430511;79;-52
Céréales;Maïs;86.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3800;3350;3270;2620;3110;3050;1.10000002384186;78;-52
Céréales;Maïs;86.5;6.80000019073486;2.20000004768372;2.5;1.10000002384186;10.6000003814697;2.59999990463257;0.5;65;1.79999995231628;3780;3320;3240;2600;3090;3030;1.0900000333786;78;-52
Céréales;Maïs;86.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65.5;1.79999995231628;3800;3350;3270;2630;3150;3090;1.10000002384186;78;-52
Céréales;Maïs;86.3000030517578;6.80000019073486;2.20000004768372;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64;1.70000004768372;3820;3360;3280;2630;3130;3070;1.11000001430511;78;-52
Céréales;Maïs;86.3000030517578;6.80000019073486;1.89999997615814;3;1.10000002384186;10.1999998092651;2.5;0.5;64.5;1.89999997615814;3800;3360;3280;2630;3120;3050;1.11000001430511;78;-52
Céréales;Maïs;86.3000030517578;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3790;3340;3260;2620;3130;3070;1.10000002384186;78;-52
Céréales;Maïs;86.3000030517578;6.80000019073486;2.20000004768372;3;1.39999997615814;10.6000003814697;2.59999990463257;0.5;65.5;1.70000004768372;3790;3320;3250;2620;3150;3090;1.0900000333786;78;-51
Céréales;Maïs;86.3000030517578;6.80000019073486;2;3;1.20000004768372;10.3000001907349;2.59999990463257;0.5;66;1.79999995231628;3790;3350;3270;2630;3170;3110;1.10000002384186;78;-52
Céréales;Maïs;86;6.80000019073486;1.89999997615814;3;1.29999995231628;10.1999998092651;2.5;0.5;63.5;1.89999997615814;3780;3340;3260;2610;3080;3010;1.10000002384186;78;-52
Céréales;Maïs;86;6.80000019073486;2.09999990463257;3;1.29999995231628;10.5;2.59999990463257;0.5;64;1.79999995231628;3780;3330;3250;2600;3090;3030;1.0900000333786;78;-52
Céréales;Maïs;86;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3780;3330;3250;2610;3110;3050;1.10000002384186;78;-52
Céréales;Maïs;86;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3780;3330;3250;2610;3130;3070;1.10000002384186;78;-51
Céréales;Maïs;86;6.80000019073486;1.89999997615814;3;1.29999995231628;10.1999998092651;2.5;0.5;66;1.89999997615814;3780;3340;3260;2630;3180;3110;1.10000002384186;78;-51
Céréales;Maïs;86;6.80000019073486;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;66.5;1.79999995231628;3780;3330;3260;2630;3190;3130;1.10000002384186;78;-51
Céréales;Maïs;85.8000030517578;6.80000019073486;2;3;1.20000004768372;10.3000001907349;2.5;0.5;63.5;1.79999995231628;3770;3330;3250;2600;3070;3010;1.10000002384186;78;-52
Céréales;Maïs;85.8000030517578;6.80000019073486;2.09999990463257;3;1.29999995231628;10.3999996185303;2.59999990463257;0.5;64;1.79999995231628;3770;3320;3240;2600;3090;3030;1.0900000333786;78;-51
Céréales;Maïs;85.8000030517578;6.80000019073486;1.89999997615814;3.5;1.10000002384186;10.1000003814697;2.5;0.5;64.5;1.89999997615814;3800;3360;3280;2640;3160;3090;1.11000001430511;78;-51
Céréales;Maïs;85.8000030517578;6.80000019073486;1.79999995231628;3;1.10000002384186;10;2.5;0.5;65;1.89999997615814;3770;3340;3270;2630;3140;3070;1.10000002384186;78;-51
Céréales;Maïs;85.8000030517578;6.80000019073486;2.09999990463257;3;1.20000004768372;10.3999996185303;2.59999990463257;0.5;65.5;1.79999995231628;3770;3320;3240;2610;3150;3090;1.0900000333786;78;-51
Céréales;Maïs;85.8000030517578;6.80000019073486;1.89999997615814;3;1.29999995231628;10.1000003814697;2.5;0.5;66;1.89999997615814;3770;3330;3250;2630;3180;3110;1.10000002384186;78;-51
Céréales;Maïs;85.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.3999996185303;2.59999990463257;0.5;63.5;1.79999995231628;3760;3310;3230;2590;3070;3010;1.0900000333786;78;-51
Céréales;Maïs;85.5;6.80000019073486;2.09999990463257;3;1.20000004768372;10.3999996185303;2.59999990463257;0.5;64.5;1.79999995231628;3760;3310;3230;2600;3110;3050;1.0900000333786;78;-51
Céréales;Maïs;85.5;6.80000019073486;2.20000004768372;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;65;1.70000004768372;3790;3330;3250;2620;3170;3110;1.10000002384186;78;-51
Céréales;Maïs;85.5;6.80000019073486;2;3;1.20000004768372;10.3000001907349;2.5;0.5;66.5;1.79999995231628;3760;3320;3240;2620;3190;3130;1.0900000333786;78;-51
Céréales;Maïs;85.3000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;63;1.79999995231628;3780;3320;3250;2600;3090;3030;1.10000002384186;78;-51
Céréales;Maïs;85.3000030517578;6.80000019073486;1.89999997615814;3.5;2;10.1000003814697;2.5;0.5;63.5;1.89999997615814;3740;3300;3230;2600;3120;3050;1.0900000333786;77;-50
Céréales;Maïs;85.3000030517578;6.80000019073486;1.79999995231628;3.5;1.20000004768372;9.89999961853027;2.5;0.5;64;1.89999997615814;3780;3340;3270;2630;3140;3070;1.10000002384186;78;-51
Céréales;Maïs;85.3000030517578;6.80000019073486;2;3.5;1.20000004768372;10.1999998092651;2.5;0.5;65;1.79999995231628;3780;3330;3260;2630;3170;3110;1.10000002384186;78;-50
Céréales;Maïs;85;6.80000019073486;2.40000009536743;3.5;1.20000004768372;10.8000001907349;2.70000004768372;0.600000023841858;63.5;1.60000002384186;3770;3290;3220;2590;3110;3040;1.0900000333786;77;-50
Céréales;Maïs;85;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;64.5;1.79999995231628;3770;3310;3240;2610;3150;3090;1.0900000333786;77;-50
Céréales;Maïs;85;6.80000019073486;1.89999997615814;3.5;1.20000004768372;10.1000003814697;2.5;0.5;65;1.79999995231628;3770;3330;3250;2630;3180;3110;1.10000002384186;77;-50
Céréales;Maïs;85;6.80000019073486;2.09999990463257;3;1.20000004768372;10.3999996185303;2.59999990463257;0.5;65.5;1.79999995231628;3740;3290;3220;2600;3150;3090;1.08000004291534;77;-50
Céréales;Maïs;84.8000030517578;6.80000019073486;2.09999990463257;3.5;1.10000002384186;10.3000001907349;2.59999990463257;0.5;62;1.70000004768372;3760;3310;3230;2590;3050;2990;1.0900000333786;78;-51
Céréales;Maïs;84.8000030517578;6.80000019073486;2.20000004768372;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63.5;1.70000004768372;3760;3300;3220;2590;3110;3050;1.0900000333786;77;-50
Céréales;Maïs;84.5;6.80000019073486;2.5;3;1.29999995231628;10.8999996185303;2.70000004768372;0.600000023841858;63.5;1.5;3720;3240;3170;2550;3070;3000;1.07000005245209;77;-49
Céréales;Maïs;84.5;6.80000019073486;1.79999995231628;3;1.20000004768372;9.89999961853027;2.40000009536743;0.5;64;1.89999997615814;3720;3290;3220;2580;3100;3030;1.08000004291534;77;-50
Céréales;Maïs;84.5;6.80000019073486;2;3;1.10000002384186;10.1999998092651;2.5;0.5;64.5;1.79999995231628;3730;3280;3210;2580;3110;3050;1.08000004291534;77;-50
Céréales;Maïs;84.5;6.80000019073486;1.89999997615814;3;1.10000002384186;10;2.5;0.5;65.5;1.79999995231628;3720;3290;3220;2600;3150;3090;1.08000004291534;77;-50
Céréales;Maïs;84.3000030517578;6.80000019073486;2.09999990463257;3;1.29999995231628;10.3000001907349;2.5;0.5;64;1.70000004768372;3710;3260;3180;2560;3090;3030;1.07000005245209;77;-49
Céréales;Maïs;84.3000030517578;6.80000019073486;2.09999990463257;3.5;1.20000004768372;10.3000001907349;2.5;0.5;64.5;1.70000004768372;3740;3290;3210;2590;3150;3090;1.08000004291534;77;-49
Céréales;Maïs;89.3000030517578;7;2.09999990463257;3;1.20000004768372;10.6999998092651;2.70000004768372;0.5;66;1.89999997615814;3920;3460;3370;2700;3180;3120;1.13999998569489;81;-54
Céréales;Maïs;89.3000030517578;7;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.70000004768372;0.5;67.5;1.89999997615814;3950;3480;3400;2740;3280;3210;1.14999997615814;81;-54
Céréales;Maïs;89;7;2.09999990463257;3.5;1.10000002384186;10.6999998092651;2.59999990463257;0.5;65.5;1.89999997615814;3940;3470;3390;2720;3200;3140;1.14999997615814;81;-54
Céréales;Maïs;89;7;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;67.5;1.89999997615814;3940;3470;3390;2730;3280;3210;1.13999998569489;81;-53
Céréales;Maïs;88.8000030517578;7;2.29999995231628;3.5;1.20000004768372;11;2.70000004768372;0.5;64.5;1.79999995231628;3930;3450;3360;2690;3160;3090;1.13999998569489;81;-54
Céréales;Maïs;88.8000030517578;7;2.09999990463257;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66;1.89999997615814;3900;3440;3360;2690;3180;3120;1.12999999523163;81;-54
Céréales;Maïs;88.8000030517578;7;2;3;1.10000002384186;10.5;2.59999990463257;0.5;67;1.89999997615814;3900;3450;3370;2700;3220;3160;1.13999998569489;81;-53
Céréales;Maïs;88.8000030517578;7;2.09999990463257;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;67.5;1.89999997615814;3900;3440;3360;2700;3240;3180;1.12999999523163;80;-53
Céréales;Maïs;88.5;7;2.09999990463257;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;65.5;1.89999997615814;3890;3430;3350;2680;3160;3100;1.12999999523163;81;-53
Céréales;Maïs;88.5;7;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66;1.89999997615814;3920;3450;3370;2710;3220;3160;1.13999998569489;80;-53
Céréales;Maïs;88.3000030517578;7;2.29999995231628;3.5;1.20000004768372;10.8999996185303;2.70000004768372;0.5;65;1.79999995231628;3910;3430;3350;2680;3180;3110;1.12999999523163;80;-53
Céréales;Maïs;88.3000030517578;7;2;3.5;1.29999995231628;10.5;2.59999990463257;0.5;65.5;1.89999997615814;3900;3440;3360;2700;3200;3140;1.13999998569489;80;-53
Céréales;Maïs;88.3000030517578;7;2.29999995231628;3;1.20000004768372;10.8999996185303;2.70000004768372;0.5;66;1.79999995231628;3880;3400;3330;2670;3180;3110;1.12000000476837;80;-53
Céréales;Maïs;88.3000030517578;7;2;3.5;1.20000004768372;10.5;2.59999990463257;0.5;66.5;1.89999997615814;3910;3450;3370;2710;3240;3180;1.13999998569489;80;-53
Céréales;Maïs;88;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64.5;1.89999997615814;3870;3410;3330;2660;3120;3060;1.12000000476837;80;-53
Céréales;Maïs;88;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;65;1.89999997615814;3870;3410;3330;2660;3140;3080;1.12000000476837;80;-53
Céréales;Maïs;87.8000030517578;7;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;65;1.79999995231628;3890;3420;3340;2680;3180;3120;1.12999999523163;80;-52
Céréales;Maïs;87.8000030517578;7;2;3.5;1.29999995231628;10.5;2.59999990463257;0.5;65.5;1.89999997615814;3880;3420;3340;2690;3200;3140;1.12999999523163;80;-52
Céréales;Maïs;87.8000030517578;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66;1.79999995231628;3860;3400;3320;2660;3180;3120;1.12000000476837;80;-52
Céréales;Maïs;87.8000030517578;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66.5;1.79999995231628;3860;3400;3320;2670;3200;3140;1.12000000476837;80;-52
Céréales;Maïs;87.8000030517578;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;67;1.79999995231628;3860;3400;3320;2670;3220;3160;1.12000000476837;80;-52
Céréales;Maïs;87.5;7;2.29999995231628;3.5;1.20000004768372;10.8999996185303;2.70000004768372;0.5;64;1.70000004768372;3880;3400;3320;2660;3140;3070;1.12000000476837;80;-52
Céréales;Maïs;87.5;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64.5;1.79999995231628;3850;3390;3310;2640;3120;3060;1.12000000476837;80;-52
Céréales;Maïs;87.5;7;2.29999995231628;3;1.29999995231628;10.8999996185303;2.70000004768372;0.5;65;1.70000004768372;3850;3370;3290;2640;3140;3070;1.11000001430511;80;-52
Céréales;Maïs;87.5;7;2.40000009536743;3;1.20000004768372;11;2.70000004768372;0.600000023841858;66;1.70000004768372;3850;3370;3290;2640;3180;3110;1.11000001430511;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;63.5;1.79999995231628;3860;3400;3320;2650;3120;3060;1.12000000476837;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3;1.29999995231628;10.6000003814697;2.59999990463257;0.5;64;1.79999995231628;3830;3380;3290;2630;3100;3040;1.11000001430511;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64.5;1.79999995231628;3840;3380;3300;2640;3120;3060;1.11000001430511;80;-52
Céréales;Maïs;87.3000030517578;7;2.40000009536743;3;1.10000002384186;11;2.70000004768372;0.600000023841858;65;1.70000004768372;3850;3360;3280;2630;3140;3070;1.11000001430511;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3;1.20000004768372;10.6000003814697;2.59999990463257;0.5;65.5;1.79999995231628;3840;3380;3300;2650;3160;3100;1.11000001430511;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66;1.79999995231628;3860;3400;3330;2680;3220;3150;1.12000000476837;80;-52
Céréales;Maïs;87.3000030517578;7;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66.5;1.79999995231628;3860;3400;3330;2680;3240;3170;1.12000000476837;80;-51
Céréales;Maïs;87;7;2.09999990463257;3;1.29999995231628;10.5;2.59999990463257;0.5;64;1.79999995231628;3820;3370;3290;2630;3100;3040;1.11000001430511;80;-52
Céréales;Maïs;87;7;2;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;64.5;1.89999997615814;3850;3400;3320;2660;3160;3100;1.12000000476837;80;-52
Céréales;Maïs;87;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3830;3370;3290;2640;3140;3080;1.11000001430511;80;-52
Céréales;Maïs;87;7;1.89999997615814;3;1.10000002384186;10.1999998092651;2.5;0.5;65.5;1.89999997615814;3830;3390;3310;2650;3160;3100;1.12000000476837;80;-52
Céréales;Maïs;87;7;2.70000004768372;3;1.20000004768372;11.3999996185303;2.79999995231628;0.600000023841858;67.5;1.5;3830;3330;3260;2630;3230;3170;1.10000002384186;79;-50
Céréales;Maïs;86.8000030517578;7;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3840;3380;3300;2640;3100;3040;1.12000000476837;80;-52
Céréales;Maïs;86.8000030517578;7;2;3.5;1.10000002384186;10.3999996185303;2.59999990463257;0.5;64;1.89999997615814;3850;3390;3310;2650;3140;3080;1.12000000476837;80;-52
Céréales;Maïs;86.8000030517578;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3820;3360;3280;2630;3120;3060;1.11000001430511;80;-51
Céréales;Maïs;86.8000030517578;7;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3840;3380;3310;2660;3180;3110;1.12000000476837;79;-51
Céréales;Maïs;86.8000030517578;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65.5;1.79999995231628;3820;3360;3280;2640;3160;3100;1.11000001430511;79;-51
Céréales;Maïs;86.8000030517578;7;2.20000004768372;3;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66.5;1.79999995231628;3820;3350;3280;2640;3200;3130;1.10000002384186;79;-51
Céréales;Maïs;86.8000030517578;7;1.79999995231628;3;1.20000004768372;10.1000003814697;2.5;0.5;67;2;3810;3380;3300;2660;3230;3160;1.11000001430511;79;-51
Céréales;Maïs;86.5;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3810;3350;3270;2610;3060;3000;1.10000002384186;80;-51
Céréales;Maïs;86.5;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;63.5;1.79999995231628;3810;3350;3270;2610;3080;3020;1.10000002384186;80;-51
Céréales;Maïs;86.5;7;2;3;1.10000002384186;10.3999996185303;2.59999990463257;0.5;64;1.79999995231628;3810;3360;3280;2620;3100;3040;1.11000001430511;80;-51
Céréales;Maïs;86.5;7;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3830;3370;3300;2650;3160;3100;1.11000001430511;79;-51
Céréales;Maïs;86.5;7;2.20000004768372;2.5;1.10000002384186;10.6000003814697;2.59999990463257;0.5;65;1.79999995231628;3790;3330;3250;2600;3100;3030;1.0900000333786;79;-51
Céréales;Maïs;86.5;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65.5;1.79999995231628;3810;3350;3270;2630;3160;3100;1.10000002384186;79;-51
Céréales;Maïs;86.5;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;66;1.79999995231628;3810;3350;3270;2640;3180;3110;1.10000002384186;79;-51
Céréales;Maïs;86.5;7;2;3;1.20000004768372;10.3999996185303;2.59999990463257;0.5;66.5;1.79999995231628;3810;3360;3280;2650;3200;3140;1.11000001430511;79;-51
Céréales;Maïs;86.3000030517578;7;3.09999990463257;3;1.39999997615814;12;2.90000009536743;0.600000023841858;62.5;1.29999995231628;3800;3270;3190;2550;3030;2960;1.07000005245209;79;-50
Céréales;Maïs;86.3000030517578;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3800;3340;3260;2600;3060;3000;1.10000002384186;79;-51
Céréales;Maïs;86.3000030517578;7;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63.5;1.79999995231628;3820;3360;3280;2630;3120;3060;1.11000001430511;79;-51
Céréales;Maïs;86.3000030517578;7;2.20000004768372;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;64;1.70000004768372;3820;3360;3280;2630;3140;3070;1.11000001430511;79;-51
Céréales;Maïs;86.3000030517578;7;2.09999990463257;4;1.10000002384186;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3850;3390;3310;2670;3200;3130;1.12000000476837;79;-51
Céréales;Maïs;86.3000030517578;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3800;3340;3260;2620;3140;3080;1.10000002384186;79;-51
Céréales;Maïs;86.3000030517578;7;2.20000004768372;3;1.39999997615814;10.6000003814697;2.59999990463257;0.5;65.5;1.70000004768372;3790;3330;3250;2620;3160;3090;1.0900000333786;79;-50
Céréales;Maïs;86.3000030517578;7;2;3;1.20000004768372;10.3000001907349;2.59999990463257;0.5;66;1.79999995231628;3800;3350;3270;2630;3180;3120;1.10000002384186;79;-51
Céréales;Maïs;86;7;1.89999997615814;3;1.29999995231628;10.1999998092651;2.5;0.5;63.5;1.89999997615814;3780;3340;3260;2610;3080;3020;1.10000002384186;79;-51
Céréales;Maïs;86;7;2.09999990463257;3;1.29999995231628;10.5;2.59999990463257;0.5;64;1.79999995231628;3780;3330;3250;2600;3100;3040;1.10000002384186;79;-51
Céréales;Maïs;86;7;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;64.5;1.79999995231628;3810;3350;3280;2640;3160;3090;1.11000001430511;79;-50
Céréales;Maïs;86;7;2.09999990463257;3;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3790;3330;3250;2620;3140;3080;1.10000002384186;79;-50
